t,setpoint,xn,yn,posisi
4.049997,1.000000,0.014804,0.000399,0.852359
4.059997,1.000000,0.014764,0.000543,0.852902
4.069997,1.000000,0.014710,0.000684,0.853586
4.079998,1.000000,0.014641,0.000823,0.854409
4.089998,1.000000,0.014559,0.000960,0.855370
4.099998,1.000000,0.014463,0.001095,0.856465
4.109998,1.000000,0.014353,0.001228,0.857693
4.119998,1.000000,0.014231,0.001358,0.859051
4.129999,1.000000,0.014095,0.001486,0.860537
4.139999,1.000000,0.013946,0.001611,0.862148
4.149999,1.000000,0.013785,0.001733,0.863880
4.159999,1.000000,0.013612,0.001852,0.865732
4.170000,1.000000,0.013427,0.001968,0.867701
4.180000,1.000000,0.013230,0.002081,0.869782
4.190000,1.000000,0.013022,0.002191,0.871973
4.200000,1.000000,0.012803,0.002298,0.874271
4.210001,1.000000,0.012573,0.002402,0.876673
4.220001,1.000000,0.012333,0.002502,0.879175
4.230001,1.000000,0.012083,0.002598,0.881773
4.240001,1.000000,0.011823,0.002692,0.884465
4.250001,1.000000,0.011554,0.002781,0.887246
4.260002,1.000000,0.011275,0.002867,0.890113
4.270002,1.000000,0.010989,0.002950,0.893063
4.280002,1.000000,0.010694,0.003028,0.896091
4.290002,1.000000,0.010391,0.003103,0.899194
4.300003,1.000000,0.010081,0.003174,0.902368
4.310003,1.000000,0.009763,0.003241,0.905610
4.320003,1.000000,0.009439,0.003305,0.908915
4.330003,1.000000,0.009109,0.003364,0.912279
4.340003,1.000000,0.008772,0.003420,0.915699
4.350004,1.000000,0.008430,0.003472,0.919170
4.360004,1.000000,0.008083,0.003519,0.922690
4.370004,1.000000,0.007731,0.003563,0.926252
4.380004,1.000000,0.007375,0.003603,0.929855
4.390005,1.000000,0.007014,0.003639,0.933494
4.400005,1.000000,0.006651,0.003670,0.937164
4.410005,1.000000,0.006284,0.003698,0.940862
4.420005,1.000000,0.005914,0.003722,0.944585
4.430006,1.000000,0.005542,0.003742,0.948327
4.440006,1.000000,0.005167,0.003758,0.952085
4.450006,1.000000,0.004791,0.003771,0.955856
4.460006,1.000000,0.004414,0.003779,0.959635
4.470006,1.000000,0.004037,0.003783,0.963418
4.480007,1.000000,0.003658,0.003784,0.967202
4.490007,1.000000,0.003280,0.003781,0.970983
4.500007,1.000000,0.002902,0.003774,0.974757
4.510007,1.000000,0.002524,0.003764,0.978520
4.520008,1.000000,0.002148,0.003749,0.982270
4.530008,1.000000,0.001773,0.003732,0.986001
4.540008,1.000000,0.001400,0.003710,0.989712
4.550008,1.000000,0.001029,0.003685,0.993397
4.560009,1.000000,0.000660,0.003657,0.997054
4.570009,1.000000,0.000295,0.003626,1.000680
4.580009,1.000000,-0.000068,0.003591,1.004270
4.590009,1.000000,-0.000427,0.003552,1.007823
4.600009,1.000000,-0.000782,0.003511,1.011334
4.610010,1.000000,-0.001133,0.003467,1.014800
4.620010,1.000000,-0.001480,0.003419,1.018219
4.630010,1.000000,-0.001822,0.003369,1.021588
4.640010,1.000000,-0.002159,0.003315,1.024903
4.650011,1.000000,-0.002490,0.003259,1.028162
4.660011,1.000000,-0.002816,0.003200,1.031363
4.670011,1.000000,-0.003136,0.003139,1.034501
4.680011,1.000000,-0.003450,0.003075,1.037576
4.690012,1.000000,-0.003758,0.003008,1.040584
4.700012,1.000000,-0.004058,0.002939,1.043524
4.710012,1.000000,-0.004352,0.002868,1.046392
4.720012,1.000000,-0.004639,0.002795,1.049187
4.730012,1.000000,-0.004919,0.002720,1.051907
4.740013,1.000000,-0.005191,0.002642,1.054549
4.750013,1.000000,-0.005455,0.002563,1.057112
4.760013,1.000000,-0.005711,0.002482,1.059593
4.770013,1.000000,-0.005959,0.002399,1.061992
4.780014,1.000000,-0.006199,0.002314,1.064307
4.790014,1.000000,-0.006431,0.002229,1.066535
4.800014,1.000000,-0.006654,0.002141,1.068676
4.810014,1.000000,-0.006868,0.002053,1.070729
4.820014,1.000000,-0.007073,0.001963,1.072692
4.830015,1.000000,-0.007269,0.001872,1.074564
4.840015,1.000000,-0.007456,0.001780,1.076343
4.850015,1.000000,-0.007634,0.001687,1.078030
4.860015,1.000000,-0.007803,0.001593,1.079624
4.870016,1.000000,-0.007962,0.001499,1.081123
4.880016,1.000000,-0.008112,0.001404,1.082527
4.890016,1.000000,-0.008253,0.001309,1.083835
4.900016,1.000000,-0.008384,0.001213,1.085048
4.910017,1.000000,-0.008505,0.001116,1.086164
4.920017,1.000000,-0.008616,0.001020,1.087184
4.930017,1.000000,-0.008718,0.000924,1.088108
4.940017,1.000000,-0.008811,0.000827,1.088935
4.950017,1.000000,-0.008894,0.000731,1.089666
4.960018,1.000000,-0.008967,0.000635,1.090300
4.970018,1.000000,-0.009030,0.000539,1.090839
4.980018,1.000000,-0.009084,0.000443,1.091282
4.990018,1.000000,-0.009128,0.000348,1.091630
5.000019,1.000000,-0.009163,0.000253,1.091883
5.010019,1.000000,-0.009188,0.000159,1.092043
5.020019,1.000000,-0.009204,0.000066,1.092109
5.030019,1.000000,-0.009211,-0.000026,1.092083
5.040020,1.000000,-0.009208,-0.000118,1.091965
5.050020,1.000000,-0.009197,-0.000208,1.091757
5.060020,1.000000,-0.009176,-0.000297,1.091460
5.070020,1.000000,-0.009146,-0.000386,1.091074
5.080020,1.000000,-0.009107,-0.000473,1.090601
5.090021,1.000000,-0.009060,-0.000559,1.090043
5.100021,1.000000,-0.009004,-0.000643,1.089400
5.110021,1.000000,-0.008940,-0.000726,1.088674
5.120021,1.000000,-0.008867,-0.000807,1.087866
5.130022,1.000000,-0.008787,-0.000887,1.086979
5.140022,1.000000,-0.008698,-0.000966,1.086014
5.150022,1.000000,-0.008601,-0.001042,1.084971
5.160022,1.000000,-0.008497,-0.001117,1.083855
5.170022,1.000000,-0.008385,-0.001190,1.082665
5.180023,1.000000,-0.008266,-0.001261,1.081404
5.190023,1.000000,-0.008140,-0.001330,1.080074
5.200023,1.000000,-0.008007,-0.001397,1.078677
5.210023,1.000000,-0.007868,-0.001462,1.077214
5.220024,1.000000,-0.007721,-0.001525,1.075689
5.230024,1.000000,-0.007569,-0.001586,1.074102
5.240024,1.000000,-0.007410,-0.001645,1.072457
5.250024,1.000000,-0.007246,-0.001702,1.070755
5.260025,1.000000,-0.007076,-0.001756,1.068999
5.270025,1.000000,-0.006900,-0.001808,1.067190
5.280025,1.000000,-0.006719,-0.001858,1.065332
5.290025,1.000000,-0.006533,-0.001906,1.063426
5.300025,1.000000,-0.006343,-0.001951,1.061476
5.310026,1.000000,-0.006148,-0.001994,1.059482
5.320026,1.000000,-0.005948,-0.002034,1.057448
5.330026,1.000000,-0.005745,-0.002072,1.055376
5.340026,1.000000,-0.005538,-0.002108,1.053268
5.350027,1.000000,-0.005327,-0.002141,1.051127
5.360027,1.000000,-0.005113,-0.002171,1.048956
5.370027,1.000000,-0.004896,-0.002200,1.046756
5.380027,1.000000,-0.004676,-0.002225,1.044531
5.390028,1.000000,-0.004453,-0.002249,1.042282
5.400028,1.000000,-0.004228,-0.002270,1.040012
5.410028,1.000000,-0.004001,-0.002288,1.037724
5.420028,1.000000,-0.003772,-0.002304,1.035420
5.430028,1.000000,-0.003542,-0.002317,1.033103
5.440029,1.000000,-0.003310,-0.002329,1.030774
5.450029,1.000000,-0.003077,-0.002337,1.028437
5.460029,1.000000,-0.002844,-0.002343,1.026093
5.470029,1.000000,-0.002609,-0.002347,1.023746
5.480030,1.000000,-0.002375,-0.002349,1.021397
5.490030,1.000000,-0.002140,-0.002348,1.019050
5.500030,1.000000,-0.001905,-0.002345,1.016705
5.510030,1.000000,-0.001671,-0.002339,1.014366
5.520030,1.000000,-0.001437,-0.002331,1.012035
5.530031,1.000000,-0.001203,-0.002321,1.009713
5.540031,1.000000,-0.000971,-0.002309,1.007404
5.550031,1.000000,-0.000740,-0.002295,1.005110
5.560031,1.000000,-0.000511,-0.002278,1.002832
5.570032,1.000000,-0.000283,-0.002259,1.000573
5.580032,1.000000,-0.000057,-0.002238,0.998334
5.590032,1.000000,0.000167,-0.002216,0.996119
5.600032,1.000000,0.000388,-0.002191,0.993928
5.610033,1.000000,0.000607,-0.002164,0.991764
5.620033,1.000000,0.000824,-0.002135,0.989628
5.630033,1.000000,0.001037,-0.002105,0.987523
5.640033,1.000000,0.001248,-0.002073,0.985451
5.650033,1.000000,0.001455,-0.002038,0.983412
5.660034,1.000000,0.001659,-0.002003,0.981410
5.670034,1.000000,0.001859,-0.001965,0.979444
5.680034,1.000000,0.002056,-0.001926,0.977518
5.690034,1.000000,0.002248,-0.001886,0.975633
5.700035,1.000000,0.002437,-0.001844,0.973789
5.710035,1.000000,0.002621,-0.001800,0.971989
5.720035,1.000000,0.002801,-0.001755,0.970234
5.730035,1.000000,0.002977,-0.001709,0.968525
5.740036,1.000000,0.003147,-0.001661,0.966864
5.750036,1.000000,0.003314,-0.001613,0.965251
5.760036,1.000000,0.003475,-0.001563,0.963688
5.770036,1.000000,0.003631,-0.001512,0.962177
5.780036,1.000000,0.003782,-0.001460,0.960717
5.790037,1.000000,0.003928,-0.001407,0.959310
5.800037,1.000000,0.004069,-0.001353,0.957956
5.810037,1.000000,0.004204,-0.001298,0.956658
5.820037,1.000000,0.004334,-0.001243,0.955415
5.830038,1.000000,0.004458,-0.001187,0.954228
5.840038,1.000000,0.004577,-0.001130,0.953098
5.850038,1.000000,0.004690,-0.001073,0.952025
5.860038,1.000000,0.004797,-0.001015,0.951011
5.870039,1.000000,0.004899,-0.000956,0.950054
5.880039,1.000000,0.004995,-0.000898,0.949157
5.890039,1.000000,0.005084,-0.000838,0.948318
5.900039,1.000000,0.005168,-0.000779,0.947539
5.910039,1.000000,0.005246,-0.000719,0.946820
5.920040,1.000000,0.005318,-0.000660,0.946160
5.930040,1.000000,0.005384,-0.000600,0.945560
5.940040,1.000000,0.005444,-0.000540,0.945020
5.950040,1.000000,0.005498,-0.000480,0.944540
5.960041,1.000000,0.005546,-0.000420,0.944120
5.970041,1.000000,0.005588,-0.000361,0.943760
5.980041,1.000000,0.005624,-0.000301,0.943458
5.990041,1.000000,0.005654,-0.000242,0.943216
6.000041,1.000000,0.005678,-0.000183,0.943033
6.010042,1.000000,0.005697,-0.000125,0.942908
6.020042,1.000000,0.005709,-0.000067,0.942842
6.030042,1.000000,0.005716,-0.000009,0.942832
6.040042,1.000000,0.005717,0.000048,0.942880
6.050043,1.000000,0.005712,0.000104,0.942985
6.060043,1.000000,0.005702,0.000160,0.943145
6.070043,1.000000,0.005686,0.000215,0.943360
6.080043,1.000000,0.005664,0.000270,0.943630
6.090044,1.000000,0.005637,0.000323,0.943953
6.100044,1.000000,0.005605,0.000376,0.944329
6.110044,1.000000,0.005567,0.000428,0.944757
6.120044,1.000000,0.005524,0.000479,0.945235
6.130044,1.000000,0.005476,0.000529,0.945764
6.140045,1.000000,0.005424,0.000578,0.946342
6.150045,1.000000,0.005366,0.000626,0.946968
6.160045,1.000000,0.005303,0.000673,0.947641
6.170045,1.000000,0.005236,0.000719,0.948359
6.180046,1.000000,0.005164,0.000763,0.949123
6.190046,1.000000,0.005088,0.000807,0.949929
6.200046,1.000000,0.005007,0.000849,0.950778
6.210046,1.000000,0.004922,0.000890,0.951668
6.220047,1.000000,0.004833,0.000930,0.952598
6.230047,1.000000,0.004740,0.000968,0.953566
6.240047,1.000000,0.004643,0.001005,0.954571
6.250047,1.000000,0.004543,0.001041,0.955612
6.260047,1.000000,0.004439,0.001075,0.956687
6.270048,1.000000,0.004331,0.001108,0.957796
6.280048,1.000000,0.004220,0.001140,0.958935
6.290048,1.000000,0.004106,0.001170,0.960105
6.300048,1.000000,0.003989,0.001199,0.961304
6.310049,1.000000,0.003870,0.001226,0.962530
6.320049,1.000000,0.003747,0.001252,0.963781
6.330049,1.000000,0.003622,0.001276,0.965057
6.340049,1.000000,0.003494,0.001299,0.966356
6.350049,1.000000,0.003364,0.001320,0.967675
6.360050,1.000000,0.003232,0.001340,0.969015
6.370050,1.000000,0.003099,0.001358,0.970373
6.380050,1.000000,0.002963,0.001374,0.971747
6.390050,1.000000,0.002825,0.001390,0.973137
6.400051,1.000000,0.002686,0.001403,0.974540
6.410051,1.000000,0.002546,0.001415,0.975955
6.420051,1.000000,0.002404,0.001426,0.977381
6.430051,1.000000,0.002262,0.001435,0.978816
6.440052,1.000000,0.002118,0.001442,0.980258
6.450052,1.000000,0.001974,0.001448,0.981707
6.460052,1.000000,0.001829,0.001453,0.983160
6.470052,1.000000,0.001684,0.001456,0.984616
6.480052,1.000000,0.001538,0.001458,0.986073
6.490053,1.000000,0.001393,0.001458,0.987531
6.500053,1.000000,0.001247,0.001456,0.988987
6.510053,1.000000,0.001101,0.001454,0.990441
6.520053,1.000000,0.000956,0.001449,0.991890
6.530054,1.000000,0.000811,0.001444,0.993334
6.540054,1.000000,0.000667,0.001437,0.994770
6.550054,1.000000,0.000523,0.001428,0.996199
6.560054,1.000000,0.000380,0.001419,0.997617
6.570055,1.000000,0.000238,0.001408,0.999025
6.580055,1.000000,0.000098,0.001395,1.000420
6.590055,1.000000,-0.000042,0.001382,1.001802
6.600055,1.000000,-0.000180,0.001367,1.003168
6.610055,1.000000,-0.000317,0.001351,1.004519
6.620056,1.000000,-0.000452,0.001333,1.005852
6.630056,1.000000,-0.000585,0.001315,1.007167
6.640056,1.000000,-0.000717,0.001295,1.008463
6.650056,1.000000,-0.000846,0.001275,1.009738
6.660057,1.000000,-0.000974,0.001253,1.010991
6.670057,1.000000,-0.001099,0.001230,1.012221
6.680057,1.000000,-0.001222,0.001206,1.013427
6.690057,1.000000,-0.001343,0.001182,1.014609
6.700058,1.000000,-0.001461,0.001156,1.015765
6.710058,1.000000,-0.001576,0.001129,1.016894
6.720058,1.000000,-0.001689,0.001102,1.017996
6.730058,1.000000,-0.001800,0.001073,1.019069
6.740058,1.000000,-0.001907,0.001044,1.020113
6.750059,1.000000,-0.002011,0.001014,1.021128
6.760059,1.000000,-0.002113,0.000984,1.022112
6.770059,1.000000,-0.002211,0.000952,1.023064
6.780059,1.000000,-0.002306,0.000920,1.023984
6.790060,1.000000,-0.002398,0.000888,1.024872
6.800060,1.000000,-0.002487,0.000855,1.025727
6.810060,1.000000,-0.002573,0.000821,1.026548
6.820060,1.000000,-0.002655,0.000787,1.027335
6.830060,1.000000,-0.002733,0.000752,1.028087
6.840061,1.000000,-0.002809,0.000717,1.028804
6.850061,1.000000,-0.002880,0.000682,1.029486
6.860061,1.000000,-0.002949,0.000646,1.030131
6.870061,1.000000,-0.003013,0.000610,1.030741
6.880062,1.000000,-0.003074,0.000573,1.031314
6.890062,1.000000,-0.003131,0.000537,1.031851
6.900062,1.000000,-0.003185,0.000500,1.032351
6.910062,1.000000,-0.003235,0.000463,1.032814
6.920063,1.000000,-0.003281,0.000426,1.033240
6.930063,1.000000,-0.003324,0.000389,1.033628
6.940063,1.000000,-0.003363,0.000352,1.033980
6.950063,1.000000,-0.003398,0.000314,1.034294
6.960063,1.000000,-0.003429,0.000277,1.034572
6.970064,1.000000,-0.003457,0.000240,1.034812
6.980064,1.000000,-0.003481,0.000203,1.035015
6.990064,1.000000,-0.003502,0.000166,1.035182
7.000064,1.000000,-0.003518,0.000130,1.035312
7.010065,1.000000,-0.003531,0.000093,1.035405
7.020065,1.000000,-0.003541,0.000057,1.035462
7.030065,1.000000,-0.003546,0.000021,1.035484
7.040065,1.000000,-0.003548,-0.000014,1.035470
7.050066,1.000000,-0.003547,-0.000049,1.035421
7.060066,1.000000,-0.003542,-0.000084,1.035337
7.070066,1.000000,-0.003534,-0.000118,1.035218
7.080066,1.000000,-0.003522,-0.000152,1.035066
7.090066,1.000000,-0.003507,-0.000186,1.034880
7.100067,1.000000,-0.003488,-0.000219,1.034661
7.110067,1.000000,-0.003466,-0.000251,1.034409
7.120067,1.000000,-0.003441,-0.000283,1.034126
7.130067,1.000000,-0.003413,-0.000315,1.033812
7.140068,1.000000,-0.003381,-0.000345,1.033466
7.150068,1.000000,-0.003347,-0.000375,1.033091
7.160068,1.000000,-0.003309,-0.000405,1.032686
7.170068,1.000000,-0.003269,-0.000433,1.032253
7.180068,1.000000,-0.003225,-0.000462,1.031791
7.190069,1.000000,-0.003179,-0.000489,1.031303
7.200069,1.000000,-0.003130,-0.000515,1.030787
7.210069,1.000000,-0.003079,-0.000541,1.030246
7.220069,1.000000,-0.003025,-0.000566,1.029680
7.230070,1.000000,-0.002968,-0.000590,1.029090
7.240070,1.000000,-0.002909,-0.000614,1.028476
7.250070,1.000000,-0.002848,-0.000636,1.027839
7.260070,1.000000,-0.002784,-0.000658,1.027181
7.270071,1.000000,-0.002718,-0.000679,1.026502
7.280071,1.000000,-0.002650,-0.000699,1.025804
7.290071,1.000000,-0.002580,-0.000718,1.025086
7.300071,1.000000,-0.002509,-0.000736,1.024349
7.310071,1.000000,-0.002435,-0.000753,1.023596
7.320072,1.000000,-0.002360,-0.000770,1.022826
7.330072,1.000000,-0.002283,-0.000785,1.022041
7.340072,1.000000,-0.002204,-0.000800,1.021241
7.350072,1.000000,-0.002124,-0.000813,1.020427
7.360073,1.000000,-0.002043,-0.000826,1.019601
7.370073,1.000000,-0.001960,-0.000838,1.018764
7.380073,1.000000,-0.001876,-0.000849,1.017915
7.390073,1.000000,-0.001792,-0.000858,1.017057
7.400074,1.000000,-0.001706,-0.000867,1.016189
7.410074,1.000000,-0.001619,-0.000875,1.015314
7.420074,1.000000,-0.001531,-0.000882,1.014432
7.430074,1.000000,-0.001443,-0.000888,1.013544
7.440074,1.000000,-0.001354,-0.000893,1.012650
7.450075,1.000000,-0.001265,-0.000897,1.011753
7.460075,1.000000,-0.001175,-0.000901,1.010852
7.470075,1.000000,-0.001085,-0.000903,1.009949
7.480075,1.000000,-0.000995,-0.000904,1.009045
7.490076,1.000000,-0.000905,-0.000905,1.008140
7.500076,1.000000,-0.000814,-0.000904,1.007236
7.510076,1.000000,-0.000724,-0.000903,1.006333
7.520076,1.000000,-0.000633,-0.000901,1.005432
7.530077,1.000000,-0.000543,-0.000898,1.004534
7.540077,1.000000,-0.000453,-0.000894,1.003641
7.550077,1.000000,-0.000364,-0.000889,1.002752
7.560077,1.000000,-0.000275,-0.000883,1.001869
7.570077,1.000000,-0.000187,-0.000877,1.000992
7.580078,1.000000,-0.000099,-0.000869,1.000122
7.590078,1.000000,-0.000012,-0.000861,0.999261
7.600078,1.000000,0.000074,-0.000852,0.998408
7.610078,1.000000,0.000159,-0.000843,0.997566
7.620079,1.000000,0.000243,-0.000832,0.996733
7.630079,1.000000,0.000327,-0.000821,0.995912
7.640079,1.000000,0.000409,-0.000809,0.995102
7.650079,1.000000,0.000490,-0.000797,0.994305
7.660079,1.000000,0.000569,-0.000784,0.993522
7.670080,1.000000,0.000648,-0.000770,0.992752
7.680080,1.000000,0.000725,-0.000755,0.991996
7.690080,1.000000,0.000800,-0.000740,0.991256
7.700080,1.000000,0.000874,-0.000725,0.990531
7.710081,1.000000,0.000947,-0.000708,0.989823
7.720081,1.000000,0.001018,-0.000691,0.989132
7.730081,1.000000,0.001087,-0.000674,0.988458
7.740081,1.000000,0.001154,-0.000656,0.987801
7.750082,1.000000,0.001220,-0.000638,0.987163
7.760082,1.000000,0.001284,-0.000619,0.986544
7.770082,1.000000,0.001346,-0.000600,0.985945
7.780082,1.000000,0.001406,-0.000580,0.985364
7.790082,1.000000,0.001464,-0.000560,0.984804
7.800083,1.000000,0.001520,-0.000540,0.984265
7.810083,1.000000,0.001574,-0.000519,0.983746
7.820083,1.000000,0.001625,-0.000498,0.983248
7.830083,1.000000,0.001675,-0.000476,0.982771
7.840084,1.000000,0.001723,-0.000455,0.982317
7.850084,1.000000,0.001768,-0.000433,0.981884
7.860084,1.000000,0.001812,-0.000411,0.981473
7.870084,1.000000,0.001853,-0.000388,0.981085
7.880085,1.000000,0.001892,-0.000366,0.980719
7.890085,1.000000,0.001928,-0.000343,0.980376
7.900085,1.000000,0.001962,-0.000320,0.980055
7.910085,1.000000,0.001994,-0.000298,0.979758
7.920085,1.000000,0.002024,-0.000275,0.979483
7.930086,1.000000,0.002052,-0.000252,0.979232
7.940086,1.000000,0.002077,-0.000228,0.979003
7.950086,1.000000,0.002100,-0.000205,0.978798
7.960086,1.000000,0.002120,-0.000182,0.978616
7.970087,1.000000,0.002138,-0.000159,0.978456
7.980087,1.000000,0.002154,-0.000136,0.978320
7.990087,1.000000,0.002168,-0.000113,0.978207
8.000087,1.000000,0.002179,-0.000091,0.978116
8.010087,1.000000,0.002188,-0.000068,0.978048
8.020087,1.000000,0.002195,-0.000046,0.978002
8.030087,1.000000,0.002200,-0.000023,0.977979
8.040088,1.000000,0.002202,-0.000001,0.977978
8.050088,1.000000,0.002202,0.000021,0.977999
8.060088,1.000000,0.002200,0.000043,0.978042
8.070088,1.000000,0.002196,0.000064,0.978106
8.080089,1.000000,0.002189,0.000085,0.978191
8.090089,1.000000,0.002181,0.000106,0.978297
8.100089,1.000000,0.002170,0.000127,0.978424
8.110089,1.000000,0.002158,0.000147,0.978571
8.120090,1.000000,0.002143,0.000167,0.978738
8.130090,1.000000,0.002126,0.000187,0.978925
8.140090,1.000000,0.002107,0.000206,0.979131
8.150090,1.000000,0.002087,0.000225,0.979356
8.160090,1.000000,0.002064,0.000243,0.979599
8.170091,1.000000,0.002040,0.000261,0.979860
8.180091,1.000000,0.002014,0.000279,0.980139
8.190091,1.000000,0.001986,0.000296,0.980435
8.200091,1.000000,0.001957,0.000313,0.980747
8.210092,1.000000,0.001925,0.000329,0.981076
8.220092,1.000000,0.001892,0.000345,0.981421
8.230092,1.000000,0.001858,0.000360,0.981781
8.240092,1.000000,0.001822,0.000375,0.982155
8.250093,1.000000,0.001784,0.000389,0.982544
8.260093,1.000000,0.001746,0.000403,0.982947
8.270093,1.000000,0.001705,0.000416,0.983362
8.280093,1.000000,0.001664,0.000428,0.983791
8.290093,1.000000,0.001621,0.000440,0.984231
8.300094,1.000000,0.001577,0.000452,0.984683
8.310094,1.000000,0.001532,0.000463,0.985146
8.320094,1.000000,0.001485,0.000473,0.985619
8.330094,1.000000,0.001438,0.000483,0.986102
8.340095,1.000000,0.001390,0.000493,0.986595
8.350095,1.000000,0.001341,0.000501,0.987096
8.360095,1.000000,0.001290,0.000509,0.987606
8.370095,1.000000,0.001239,0.000517,0.988122
8.380095,1.000000,0.001188,0.000524,0.988646
8.390096,1.000000,0.001135,0.000530,0.989176
8.400096,1.000000,0.001082,0.000536,0.989712
8.410096,1.000000,0.001029,0.000541,0.990253
8.420096,1.000000,0.000975,0.000546,0.990799
8.430097,1.000000,0.000920,0.000550,0.991349
8.440097,1.000000,0.000865,0.000553,0.991902
8.450097,1.000000,0.000810,0.000556,0.992458
8.460097,1.000000,0.000754,0.000558,0.993016
8.470098,1.000000,0.000698,0.000560,0.993576
8.480098,1.000000,0.000642,0.000561,0.994137
8.490098,1.000000,0.000586,0.000562,0.994699
8.500098,1.000000,0.000530,0.000562,0.995260
8.510098,1.000000,0.000474,0.000561,0.995821
8.520099,1.000000,0.000418,0.000560,0.996381
8.530099,1.000000,0.000362,0.000558,0.996939
8.540099,1.000000,0.000306,0.000556,0.997495
8.550099,1.000000,0.000251,0.000553,0.998048
8.560100,1.000000,0.000195,0.000550,0.998598
8.570100,1.000000,0.000140,0.000546,0.999144
8.580100,1.000000,0.000086,0.000542,0.999686
8.590100,1.000000,0.000031,0.000537,1.000222
8.600101,1.000000,-0.000022,0.000532,1.000754
8.610101,1.000000,-0.000075,0.000526,1.001280
8.620101,1.000000,-0.000128,0.000520,1.001800
8.630101,1.000000,-0.000180,0.000513,1.002312
8.640101,1.000000,-0.000231,0.000506,1.002818
8.650102,1.000000,-0.000282,0.000498,1.003316
8.660102,1.000000,-0.000332,0.000490,1.003807
8.670102,1.000000,-0.000381,0.000482,1.004288
8.680102,1.000000,-0.000429,0.000473,1.004761
8.690103,1.000000,-0.000476,0.000464,1.005225
8.700103,1.000000,-0.000522,0.000454,1.005679
8.710103,1.000000,-0.000568,0.000444,1.006123
8.720103,1.000000,-0.000612,0.000434,1.006557
8.730103,1.000000,-0.000656,0.000423,1.006980
8.740104,1.000000,-0.000698,0.000412,1.007392
8.750104,1.000000,-0.000739,0.000401,1.007793
8.760104,1.000000,-0.000779,0.000389,1.008183
8.770104,1.000000,-0.000818,0.000378,1.008561
8.780105,1.000000,-0.000856,0.000366,1.008926
8.790105,1.000000,-0.000893,0.000353,1.009279
8.800105,1.000000,-0.000928,0.000341,1.009620
8.810105,1.000000,-0.000962,0.000328,1.009948
8.820106,1.000000,-0.000995,0.000315,1.010262
8.830106,1.000000,-0.001026,0.000302,1.010564
8.840106,1.000000,-0.001056,0.000288,1.010852
8.850106,1.000000,-0.001085,0.000275,1.011127
8.860106,1.000000,-0.001113,0.000261,1.011388
8.870107,1.000000,-0.001139,0.000247,1.011635
8.880107,1.000000,-0.001164,0.000233,1.011869
8.890107,1.000000,-0.001187,0.000219,1.012088
8.900107,1.000000,-0.001209,0.000205,1.012293
8.910108,1.000000,-0.001229,0.000191,1.012484
8.920108,1.000000,-0.001248,0.000177,1.012661
8.930108,1.000000,-0.001266,0.000162,1.012823
8.940108,1.000000,-0.001282,0.000148,1.012971
8.950109,1.000000,-0.001297,0.000134,1.013105
8.960109,1.000000,-0.001311,0.000119,1.013225
8.970109,1.000000,-0.001322,0.000105,1.013330
8.980109,1.000000,-0.001333,0.000091,1.013421
8.990109,1.000000,-0.001342,0.000077,1.013497
9.000110,1.000000,-0.001350,0.000063,1.013560
9.010110,1.000000,-0.001356,0.000048,1.013608
9.020110,1.000000,-0.001361,0.000034,1.013643
9.030110,1.000000,-0.001364,0.000021,1.013663
9.040111,1.000000,-0.001366,0.000007,1.013670
9.050111,1.000000,-0.001367,-0.000007,1.013663
9.060111,1.000000,-0.001366,-0.000021,1.013643
9.070111,1.000000,-0.001364,-0.000034,1.013609
9.080112,1.000000,-0.001361,-0.000047,1.013562
9.090112,1.000000,-0.001356,-0.000060,1.013501
